Issue key,Issue ID,"Custom field 
(CRM Company)",Status,Severity,Original Severity,Created,Resolved,IMT,IMT RCA,Environment,Origin,Start Date & Time,End Date & Time,Downtime,"Issue classification
(Application/Platform)"
TSR-364924,553628,Customer 19,Pending client confirmation,Severity 1,Severity 1,7-31-22 7:49 AM,7-31-22 7:52 AM,,,,Internal,7-31-22 7:49 AM,7-31-22 7:52 AM,,Platform
TSR-364480,553167,Customer 19,Permanently Closed,Severity 1,Severity 1,7-30-22 3:25 AM,7-30-22 5:48 AM,,,,Internal,7-30-22 3:25 AM,7-30-22 5:42 AM,,Platform
TSR-360635,549000,Customer 19,Permanently Closed,Severity 1,Severity 1,7-26-22 9:33 AM,7-26-22 9:45 AM,,,,Internal,7-26-22 9:33 AM,7-26-22 9:45 AM,,Platform
TSR-359151,547436,Customer 19,Permanently Closed,Severity 1,Severity 1,7-23-22 2:09 AM,7-23-22 3:22 AM,,,,Internal,7-23-22 2:00 AM,7-23-22 3:24 AM,,Platform
TSR-353063,540894,Customer 19,Permanently Closed,Severity 1,Severity 1,7-15-22 3:36 PM,7-15-22 4:46 PM,,,,Internal,7-15-22 3:36 PM,7-15-22 4:46 PM,,Platform
TSR-352727,540524,Customer 19,Permanently Closed,Severity 1,Severity 1,7-15-22 5:21 AM,7-15-22 6:08 AM,,,,Internal,7-15-22 5:21 AM,7-15-22 6:08 AM,,Application
TSR-352467,540251,Customer 19,Permanently Closed,Severity 1,Severity 1,7-14-22 8:21 PM,7-14-22 8:55 PM,,,,Client,7-14-22 8:21 PM,7-14-22 8:45 PM,,Platform
TSR-351083,538748,Customer 19,Permanently Closed,Severity 1,Severity 1,7-13-22 9:25 AM,7-13-22 1:08 PM,,,,Internal,7-13-22 9:25 AM,7-13-22 1:08 PM,,Application
TSR-349096,536545,Customer 19,Permanently Closed,Severity 1,Severity 1,7-10-22 7:07 AM,7-10-22 7:17 AM,,,,Internal,7-10-22 6:49 AM,7-10-22 7:13 AM,,Platform
TSR-348998,536445,Customer 19,Permanently Closed,Severity 1,Severity 1,7-9-22 6:02 PM,7-9-22 7:39 PM,,,,Internal,7-9-22 6:02 PM,7-9-22 7:36 PM,,Platform
TSR-348694,536132,Customer 19,Permanently Closed,Severity 1,Severity 1,7-8-22 9:52 PM,7-9-22 12:32 AM,,,,Internal,7-8-22 9:52 PM,7-8-22 10:30 PM,,Platform
TSR-348548,535980,Customer 19,Permanently Closed,Severity 1,Severity 1,7-8-22 7:07 PM,7-8-22 9:48 PM,,,,Internal,7-8-22 6:46 PM,7-8-22 7:11 PM,,Platform
TSR-347432,534789,Customer 19,Permanently Closed,Severity 1,Severity 1,7-7-22 3:03 PM,7-7-22 6:34 PM,,,,Client,7-7-22 3:03 PM,7-7-22 3:46 PM,0:43:00,Application
TSR-347113,534428,Customer 19,Permanently Closed,Severity 1,Severity 1,7-7-22 4:21 AM,7-7-22 7:36 AM,,,,Internal,7-7-22 4:21 AM,7-7-22 7:33 AM,,Platform
TSR-346161,533396,Customer 19,Permanently Closed,Severity 1,Severity 1,7-6-22 8:20 AM,7-6-22 9:24 AM,,,,Internal,7-6-22 8:20 AM,7-6-22 9:24 AM,,Platform
TSR-345209,532373,Customer 19,Permanently Closed,Severity 1,Severity 1,7-5-22 2:49 AM,7-5-22 3:19 AM,,,,Internal,7-5-22 2:49 AM,7-5-22 3:19 AM,,Platform
TSR-343220,530247,Customer 19,Permanently Closed,Severity 1,Severity 1,7-1-22 7:29 AM,7-1-22 8:26 AM,,,,Internal,7-1-22 7:29 AM,7-1-22 8:26 AM,,Application
TSR-342036,528939,Customer 19,Permanently Closed,Severity 1,Severity 1,6-30-22 2:21 AM,6-30-22 2:35 AM,,,,Internal,6-30-22 2:21 AM,6-30-22 2:34 AM,,
TSR-339397,526064,Customer 19,Permanently Closed,Severity 1,Severity 1,6-26-22 7:42 PM,6-26-22 9:06 PM,,,,Internal,6-26-22 7:36 AM,6-26-22 8:01 AM,,
TSR-338173,524769,Customer 19,Pending client confirmation,Severity 1,Severity 1,6-24-22 4:26 AM,6-24-22 5:12 AM,,,,Internal,6-24-22 4:26 AM,6-24-22 5:12 AM,,
TSR-337386,523903,Customer 19,Permanently Closed,Severity 1,Severity 1,6-23-22 8:05 AM,6-23-22 8:40 AM,,,,Internal,6-23-22 8:05 AM,6-23-22 8:40 AM,,
TSR-334667,520918,Customer 19,Permanently Closed,Severity 1,Severity 4,6-19-22 11:55 AM,6-19-22 1:22 PM,,,,Internal,6-19-22 12:06 PM,6-19-22 1:22 PM,,
TSR-331917,517886,Customer 19,Permanently Closed,Severity 1,Severity 1,6-15-22 1:27 AM,6-15-22 2:18 AM,,,,Internal,6-15-22 1:27 AM,6-15-22 2:18 AM,,
TSR-328879,514638,Customer 19,Permanently Closed,Severity 1,Severity 1,6-10-22 4:06 AM,6-10-22 4:25 AM,,,,Internal,6-10-22 4:06 AM,6-10-22 4:25 AM,,
TSR-328306,514000,Customer 19,Permanently Closed,Severity 1,Severity 1,6-9-22 12:17 PM,6-9-22 12:29 PM,,,,Internal,6-9-22 12:17 PM,6-9-22 12:29 PM,,
TSR-327329,512920,Customer 19,Permanently Closed,Severity 1,Severity 1,6-8-22 7:01 AM,6-8-22 8:12 AM,,,,Internal,6-8-22 7:01 AM,6-8-22 8:12 AM,,
TSR-327090,512667,Customer 19,Permanently Closed,Severity 1,Severity 1,6-7-22 11:06 PM,6-8-22 12:14 AM,,,,Internal,6-7-22 11:06 PM,6-8-22 12:14 AM,,
TSR-400615,592835,Customer 20,Permanently Closed,Severity 1,Severity 1,22-09-2022 17:16,22-09-2022 17:47,Yes,No,Production,Internal,9-22-22 5:16 PM,9-22-22 5:47 PM,,Application
TSR-399697,591811,Customer 20,Permanently Closed,Severity 1,Severity 1,21-09-2022 15:12,21-09-2022 22:18,Yes,No,Production,Internal,9-21-22 3:12 PM,9-21-22 6:17 PM,,Application
TSR-399493,591580,Customer 20,Permanently Closed,Severity 1,Severity 1,21-09-2022 10:06,21-09-2022 10:37,Yes,No,Production,Internal,9-21-22 10:06 AM,9-21-22 10:37 AM,,Application
TSR-397412,589303,Customer 20,Permanently Closed,Severity 1,Severity 1,17-09-2022 21:14,17-09-2022 21:41,Yes,No,Production,Internal,9-17-22 9:14 PM,9-17-22 9:41 PM,,Platform
TSR-389715,580867,Customer 20,Permanently Closed,Severity 1,Severity 1,06-09-2022 12:48,06-09-2022 13:20,Yes,No,Production,Internal,9-6-22 12:48 PM,9-6-22 1:20 PM,,Application
TSR-388389,579456,Customer 20,Permanently Closed,Severity 1,Severity 1,03-09-2022 09:44,03-09-2022 10:00,Yes,No,Production,Internal,9-3-22 9:44 AM,9-3-22 10:00 AM,,Platform
TSR-386736,577642,Customer 20,Permanently Closed,Severity 1,Severity 1,01-09-2022 07:18,01-09-2022 07:40,Yes,No,Production,Internal,9-1-22 7:18 AM,9-1-22 7:40 AM,,Platform
TSR-385953,576799,Customer 20,Permanently Closed,Severity 1,Severity 1,8-31-22 11:41 AM,8-31-22 12:00 PM,Yes,No,Production,Internal,8-31-22 11:41 AM,8-31-22 12:00 PM,,Platform
TSR-379054,568976,Customer 20,Permanently Closed,Severity 1,Severity 1,8-22-22 1:02 PM,8-22-22 1:42 PM,Yes,No,Production,Internal,8-22-22 12:50 PM,8-22-22 1:27 PM,0:28:00,Platform
TSR-378926,568835,Customer 20,Permanently Closed,Severity 1,Severity 1,8-22-22 9:52 AM,8-22-22 10:13 AM,Yes,No,Production,Internal,8-22-22 9:35 AM,8-22-22 10:03 AM,,Platform
TSR-378381,568274,Customer 20,Permanently Closed,Severity 1,Severity 1,8-20-22 9:47 AM,8-20-22 10:05 AM,Yes,No,Production,Internal,8-20-22 9:47 AM,8-20-22 10:05 AM,,Platform
TSR-364085,552752,Customer 20,Permanently Closed,Severity 1,Severity 1,7-29-22 5:57 PM,7-29-22 6:41 PM,,,,Internal,7-29-22 5:57 PM,7-29-22 6:09 PM,0:12:00,Platform
TSR-361239,549648,Customer 20,Permanently Closed,Severity 1,Severity 1,7-26-22 7:38 PM,7-26-22 8:19 PM,,,,Client,7-26-22 7:38 PM,7-26-22 8:04 PM,,Platform
TSR-336365,522771,Customer 20,Permanently Closed,Severity 1,Severity 1,6-21-22 11:50 PM,6-22-22 1:17 AM,,,,Internal,6-21-22 11:50 PM,6-22-22 12:50 AM,,
TSR-333749,519913,Customer 20,Permanently Closed,Severity 1,Severity 1,6-17-22 7:32 AM,6-17-22 8:22 AM,,,,Internal,6-17-22 7:32 AM,6-17-22 8:22 AM,,
TSR-313633,n/a,Customer 21,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-18-22 7:23 AM,5-18-22 7:55 AM,0:32:00,Platform
TSR-321760,n/a,Customer 21,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-31-22 6:36 AM,5-31-22 6:52 AM,0:16:00,Application
TSR-403028,595450,Customer 21,Permanently Closed,Severity 1,Severity 1,27-09-2022 07:59,27-09-2022 08:20,Yes,No,Production,Internal,9-27-22 7:59 AM,9-27-22 8:20 AM,,Platform
TSR-401253,593521,Customer 21,Permanently Closed,Severity 1,Severity 1,23-09-2022 13:31,23-09-2022 13:40,Yes,No,Production,Internal,9-23-22 1:31 PM,9-23-22 1:40 PM,,Application
TSR-401120,593372,Customer 21,Permanently Closed,Severity 1,Severity 1,23-09-2022 07:42,23-09-2022 08:15,Yes,No,Production,Internal,9-23-22 7:42 AM,9-23-22 8:15 AM,,Platform
TSR-401087,593336,Customer 21,Permanently Closed,Severity 1,Severity 1,23-09-2022 06:44,23-09-2022 07:23,Yes,No,Production,Internal,9-23-22 6:44 AM,9-23-22 7:23 AM,,Platform
TSR-400261,592445,Customer 21,Permanently Closed,Severity 1,Severity 1,22-09-2022 06:29,22-09-2022 06:51,Yes,No,Production,Internal,9-22-22 6:29 AM,9-22-22 6:51 AM,,Application
TSR-378869,568770,Customer 21,Permanently Closed,Severity 1,Severity 1,8-22-22 7:13 AM,8-22-22 7:40 AM,Yes,No,Production,Internal,8-22-22 7:13 AM,8-22-22 7:51 AM,,Application
TSR-376562,566277,Customer 21,Permanently Closed,Severity 1,Severity 1,8-18-22 12:19 AM,8-18-22 10:26 AM,No,No,Production,Internal,8-18-22 12:19 AM,8-18-22 12:43 AM,,Application
TSR-375846,565503,Customer 21,Permanently Closed,Severity 1,Severity 1,8-17-22 6:54 AM,8-17-22 8:46 AM,Yes,No,Production,Internal,8-17-22 6:54 AM,8-17-22 8:09 AM,,Application
TSR-374982,564539,Customer 21,Permanently Closed,Severity 1,Severity 1,8-16-22 6:22 AM,8-16-22 7:07 AM,Yes,No,Production,Internal,8-16-22 6:22 AM,8-16-22 7:31 AM,,Application
TSR-363877,552530,Customer 21,Permanently Closed,Severity 1,Severity 1,7-29-22 2:22 PM,7-29-22 2:42 PM,,,,Internal,7-29-22 2:22 PM,7-29-22 2:32 PM,0:10:00,Platform
TSR-359167,547452,Customer 21,Permanently Closed,Severity 1,Severity 1,7-23-22 2:47 AM,7-23-22 4:10 AM,,,,Internal,7-23-22 2:47 AM,7-23-22 4:09 AM,,Platform
TSR-353451,541312,Customer 21,Permanently Closed,Severity 1,Severity 1,7-16-22 2:25 AM,7-16-22 6:17 AM,,,,Internal,7-16-22 2:25 AM,7-16-22 6:17 AM,,Platform
TSR-351025,538683,Customer 21,Permanently Closed,Severity 1,Severity 1,7-13-22 6:42 AM,7-13-22 6:47 AM,,,,Internal,7-13-22 6:42 AM,7-13-22 6:47 AM,,Platform
TSR-350815,538449,Customer 21,Permanently Closed,Severity 1,Severity 1,7-13-22 12:32 AM,7-13-22 12:44 AM,,,,Internal,7-13-22 12:32 AM,7-13-22 12:44 AM,,Platform
TSR-343971,531061,Customer 21,Permanently Closed,Severity 1,Severity 1,7-2-22 3:11 AM,7-2-22 4:25 AM,,,,Internal,7-2-22 3:11 AM,7-2-22 4:25 AM,,Platform
TSR-343175,530199,Customer 21,Permanently Closed,Severity 1,Severity 1,7-1-22 5:50 AM,7-1-22 8:40 AM,,,,Internal,7-1-22 5:50 AM,7-1-22 8:40 AM,,Application
TSR-343014,530029,Customer 21,Permanently Closed,Severity 1,Severity 1,7-1-22 12:21 AM,7-1-22 5:33 AM,,,,Internal,7-1-22 12:21 AM,7-1-22 2:51 AM,,Application
TSR-329786,515611,Customer 21,Permanently Closed,Severity 1,Severity 1,6-11-22 12:48 AM,6-11-22 1:38 AM,,,,Internal,6-11-22 12:48 AM,6-11-22 1:38 AM,,
TSR-325426,510814,Customer 21,Permanently Closed,Severity 1,Severity 1,6-4-22 11:46 PM,6-5-22 1:40 AM,,,,Internal,6-4-22 11:46 PM,6-5-22 12:33 AM,,
TSR-325343,510729,Customer 21,Permanently Closed,Severity 1,Severity 1,6-4-22 11:32 AM,6-4-22 12:43 PM,,,,Internal,6-4-22 11:32 AM,6-4-22 12:43 PM,,
TSR-372968,562386,Customer 22,Permanently Closed,Severity 1,Severity 1,8-11-22 5:57 PM,8-11-22 7:39 PM,Yes,No,Production,Internal,8-11-22 5:57 PM,8-11-22 7:26 PM,,Application
TSR-371955,561299,Customer 22,Permanently Closed,Severity 1,Severity 1,8-10-22 4:43 PM,8-10-22 9:13 PM,Yes,No,Production,Internal,8-10-22 4:43 PM,8-10-22 9:13 PM,,Application
TSR-361012,549411,Customer 22,Permanently Closed,Severity 1,Severity 1,7-26-22 5:43 PM,7-26-22 7:29 PM,,,,Internal,7-26-22 5:43 PM,7-26-22 7:16 PM,,Application
TSR-341930,528827,Customer 22,Permanently Closed,Severity 1,Severity 1,6-29-22 11:45 PM,6-30-22 12:10 AM,,,,Internal,6-29-22 11:45 PM,6-30-22 12:09 AM,,
TSR-333275,519397,Customer 22,Permanently Closed,Severity 1,Severity 1,6-16-22 4:15 PM,6-16-22 5:04 PM,,,,Internal,6-16-22 4:15 PM,6-16-22 4:40 PM,,
TSR-309845,n/a,Customer 23,Resolved,SEV1,n/a,n/a,n/a,,,,Internal,5-12-22 1:24 AM,5-12-22 3:45 AM,2:21:00,Platform
TSR-404115,596613,Customer 23,Permanently Closed,Severity 1,Severity 1,28-09-2022 12:31,28-09-2022 14:00,Yes,No,Production,Client,9-28-22 12:31 PM,9-28-22 2:00 PM,,Platform
TSR-403962,596452,Customer 23,Permanently Closed,Severity 1,Severity 1,28-09-2022 07:41,28-09-2022 09:31,Yes,No,Production,Internal,9-28-22 7:41 AM,9-28-22 9:31 AM,,Platform
TSR-401623,593922,Customer 23,Permanently Closed,Severity 1,Severity 1,23-09-2022 20:36,23-09-2022 22:00,Yes,No,Production,Internal,9-23-22 8:36 PM,9-23-22 10:00 PM,,Platform
TSR-397647,589540,Customer 23,Permanently Closed,Severity 1,Severity 1,19-09-2022 03:29,19-09-2022 05:29,Yes,No,Production,Internal,9-19-22 3:29 AM,9-19-22 5:29 AM,,Platform
TSR-397036,588891,Customer 23,Permanently Closed,Severity 1,Severity 1,16-09-2022 19:37,16-09-2022 19:54,Yes,No,Production,Internal,9-16-22 7:37 PM,9-16-22 7:54 PM,,Platform
TSR-396908,588757,Customer 23,Permanently Closed,Severity 1,Severity 1,16-09-2022 17:06,16-09-2022 17:19,Yes,No,Production,Internal,9-16-22 5:06 PM,9-16-22 5:19 PM,,Platform
TSR-396199,587949,Customer 23,Permanently Closed,Severity 1,Severity 1,15-09-2022 17:54,15-09-2022 18:38,Yes,No,Production,Internal,9-15-22 5:54 PM,9-15-22 6:38 PM,,Platform
TSR-395312,586996,Customer 23,Permanently Closed,Severity 1,Severity 1,14-09-2022 18:24,14-09-2022 19:01,Yes,No,Production,Client,9-14-22 5:30 PM,9-14-22 7:01 PM,,Platform
TSR-394661,586278,Customer 23,Permanently Closed,Severity 1,Severity 1,13-09-2022 21:59,13-09-2022 23:48,Yes,No,Production,Internal,9-13-22 9:59 PM,9-13-22 11:24 PM,,Application
TSR-392833,584267,Customer 23,Permanently Closed,Severity 1,Severity 1,10-09-2022 03:48,10-09-2022 04:57,Yes,No,Production,Internal,9-10-22 3:48 AM,9-10-22 4:57 AM,,Platform
TSR-392654,584071,Customer 23,Permanently Closed,Severity 1,Severity 1,09-09-2022 20:47,09-09-2022 22:00,Yes,No,Production,Internal,9-9-22 8:47 PM,9-9-22 8:55 PM,,Platform
TSR-388219,579270,Customer 23,Permanently Closed,Severity 1,Severity 1,02-09-2022 22:37,02-09-2022 23:29,Yes,No,Production,Internal,9-2-22 10:21 PM,9-2-22 11:11 PM,,Platform
TSR-386516,577404,Customer 23,Permanently Closed,Severity 1,Severity 1,01-09-2022 00:06,01-09-2022 00:55,Yes,No,Production,Internal,9-1-22 12:06 AM,9-1-22 12:54 AM,,Application
TSR-383098,573708,Customer 23,Permanently Closed,Severity 1,Severity 1,8-26-22 8:20 PM,8-26-22 9:29 PM,Yes,No,Production,Internal,8-26-22 8:20 PM,8-26-22 9:29 PM,,Application
TSR-383094,573703,Customer 23,Permanently Closed,Severity 1,Severity 1,8-26-22 8:18 PM,8-26-22 9:31 PM,Yes,No,Production,Internal,8-26-22 8:18 PM,8-26-22 9:31 PM,,Platform
TSR-377048,566806,Customer 23,Permanently Closed,Severity 1,Severity 1,8-18-22 4:16 PM,8-18-22 6:27 PM,Yes,No,Production,Internal,8-17-22 4:16 PM,8-17-22 6:27 PM,,Application
TSR-377047,566805,Customer 23,Permanently Closed,Severity 1,Severity 1,8-18-22 4:15 PM,8-18-22 5:09 PM,No,No,Production,Client,8-17-22 4:15 PM,8-17-22 5:09 PM,,Application
TSR-374890,564444,Customer 23,Permanently Closed,Severity 1,Severity 1,8-16-22 2:46 AM,8-16-22 4:39 AM,Yes,No,Production,Internal,8-16-22 2:46 AM,8-16-22 4:38 AM,,Application
TSR-373649,563137,Customer 23,Permanently Closed,Severity 1,Severity 1,8-12-22 3:38 PM,8-12-22 7:05 PM,Yes,No,Production,Internal,8-12-22 3:38 PM,8-12-22 7:05 PM,,Application
TSR-373442,562909,Customer 23,Permanently Closed,Severity 1,Severity 1,8-12-22 10:01 AM,8-13-22 4:31 AM,Yes,No,Production,Client,8-12-22 10:01 AM,8-13-22 3:30 AM,,Platform
TSR-373305,562749,Customer 23,Permanently Closed,Severity 1,Severity 1,8-12-22 2:46 AM,8-12-22 4:05 AM,Yes,No,Production,Internal,8-12-22 2:46 AM,8-12-22 4:02 AM,,Application
TSR-372920,562334,Customer 23,Permanently Closed,Severity 1,Severity 1,8-11-22 4:25 PM,8-11-22 5:46 PM,No,No,Production,Internal,8-11-22 4:25 PM,8-11-22 5:00 PM,,Platform
TSR-368628,557686,Customer 23,Permanently Closed,Severity 1,Severity 2,8-5-22 9:57 AM,8-6-22 8:19 AM,Yes,No,Production,Client,8-5-22 9:57 AM,8-6-22 8:19 AM,,Platform
TSR-362080,550561,Customer 23,Permanently Closed,Severity 1,Severity 1,7-27-22 4:24 PM,7-27-22 5:02 PM,,,,Client,7-27-22 3:45 PM,7-27-22 4:39 PM,,Application
TSR-356805,544962,Customer 23,Pending client confirmation,Severity 1,Severity 1,7-21-22 12:46 PM,7-21-22 1:37 PM,,,,Internal,7-21-22 12:46 PM,7-21-22 1:37 PM,,Application
TSR-356587,544733,Customer 23,Permanently Closed,Severity 1,Severity 1,7-21-22 5:04 AM,7-21-22 6:06 AM,,,,Internal,7-21-22 5:04 AM,7-21-22 6:06 AM,,Platform
TSR-352282,540049,Customer 23,Permanently Closed,Severity 1,Severity 1,7-14-22 4:24 PM,7-14-22 5:59 PM,,,,Internal,7-14-22 4:24 PM,7-14-22 5:34 PM,,Application
TSR-351851,539587,Customer 23,Permanently Closed,Severity 1,Severity 1,7-14-22 2:49 AM,7-14-22 3:52 AM,,,,Internal,7-14-22 2:49 AM,7-14-22 3:52 AM,,Application
TSR-340755,527566,Customer 23,Permanently Closed,Severity 1,Severity 1,6-28-22 6:50 PM,6-28-22 8:42 PM,,,,Client,6-28-22 6:50 PM,6-28-22 8:37 PM,,
TSR-339640,526337,Customer 23,Permanently Closed,Severity 1,Severity 1,6-27-22 1:26 PM,6-27-22 2:51 PM,,,,Internal,6-27-22 1:26 PM,6-27-22 2:30 PM,,
TSR-338283,524888,Customer 23,Permanently Closed,Severity 1,Severity 1,6-24-22 9:41 AM,6-24-22 11:12 AM,,,,Internal,6-24-22 9:41 AM,6-24-22 11:12 AM,,
TSR-330920,516802,Customer 23,Permanently Closed,Severity 1,Severity 1,6-13-22 9:58 PM,6-13-22 10:59 PM,,,,Internal,6-13-22 9:58 PM,6-13-22 10:45 PM,,
TSR-328378,514090,Customer 23,Permanently Closed,Severity 1,Severity 1,6-9-22 2:27 PM,6-9-22 6:05 PM,,,,Client,6-9-22 2:05 PM,6-9-22 5:40 PM,,
TSR-327397,513001,Customer 23,Permanently Closed,Severity 1,Severity 2,6-8-22 10:31 AM,6-9-22 6:37 PM,,,,Client,6-8-22 11:52 AM,6-8-22 6:37 PM,,
TSR-325785,511223,Customer 23,Permanently Closed,Severity 1,Severity 1,6-6-22 12:11 PM,6-6-22 4:08 PM,,,,Internal,6-6-22 12:11 PM,6-6-22 4:08 PM,,
TSR-325752,511189,Customer 23,Permanently Closed,Severity 1,Severity 1,6-6-22 11:33 AM,6-6-22 4:27 PM,,,,Internal,6-6-22 11:33 AM,6-6-22 4:27 PM,,
TSR-375037,564602,Customer 24,Pending client confirmation,Severity 1,Severity 1,8-16-22 9:26 AM,8-16-22 11:41 AM,No,No,Production,Internal,8-16-22 9:26 AM,8-16-22 11:41 AM,,Platform
TSR-313007,n/a,Customer 25,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-17-22 2:46 PM,5-17-22 5:05 PM,2:19:00,Application
TSR-315828,n/a,Customer 25,Resolved,SEV1,n/a,n/a,n/a,,,,Internal,5-21-22 4:02 AM,5-21-22 5:51 AM,1:49:00,Application
TSR-316655,n/a,Customer 25,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-23-22 6:31 PM,5-23-22 7:00 PM,0:29:00,Platform
TSR-404582,597131,Customer 25,Permanently Closed,Severity 1,Severity 1,28-09-2022 20:08,28-09-2022 20:45,Yes,Yes,Production,Internal,9-28-22 8:08 PM,9-28-22 8:16 PM,,Application
TSR-402964,595375,Customer 25,Permanently Closed,Severity 1,Severity 1,27-09-2022 04:42,27-09-2022 05:35,Yes,No,Production,Internal,9-27-22 4:42 AM,9-27-22 5:03 AM,,Application
TSR-401001,593247,Customer 25,Permanently Closed,Severity 1,Severity 1,23-09-2022 02:49,23-09-2022 03:24,Yes,No,Production,Client,9-23-22 2:49 AM,9-23-22 3:01 AM,,Application
TSR-399379,591449,Customer 25,Permanently Closed,Severity 1,Severity 1,21-09-2022 04:10,21-09-2022 05:07,Yes,No,Production,Internal,9-21-22 4:10 AM,9-21-22 4:54 AM,1:16:00,Platform
TSR-397265,589155,Customer 25,Permanently Closed,Severity 1,Severity 1,17-09-2022 05:37,17-09-2022 06:12,Yes,No,Production,Internal,9-17-22 5:37 AM,9-17-22 6:12 AM,,Application
TSR-395695,587415,Customer 25,Permanently Closed,Severity 1,Severity 1,15-09-2022 05:17,15-09-2022 06:55,Yes,No,Production,Internal,9-15-22 5:17 AM,9-15-22 6:55 AM,,Application
TSR-393571,585064,Customer 25,Permanently Closed,Severity 1,Severity 3,12-09-2022 16:40,12-09-2022 20:05,Yes,No,Production,Client,9-12-22 4:40 PM,9-12-22 8:05 PM,,Application
TSR-387247,578203,Customer 25,Permanently Closed,Severity 1,Severity 1,01-09-2022 18:37,01-09-2022 22:05,Yes,Yes,Production,Client,9-1-22 6:37 PM,9-1-22 8:20 PM,1:43:00,Platform
TSR-384009,574681,Customer 25,Pending client confirmation,Severity 1,Severity 1,8-29-22 1:36 PM,8-29-22 3:38 PM,Yes,No,Production,Client,8-29-22 1:36 PM,8-29-22 3:11 PM,,Platform
TSR-382727,573297,Customer 25,Permanently Closed,Severity 1,Severity 1,8-26-22 2:06 PM,8-26-22 3:25 PM,Yes,No,Production,Client,8-26-22 2:06 PM,8-26-22 2:40 PM,,Application
TSR-380651,571025,Customer 25,Permanently Closed,Severity 1,Severity 1,8-24-22 8:49 AM,8-24-22 9:06 AM,Yes,No,Production,Internal,8-24-22 8:49 AM,8-24-22 9:05 AM,,Platform
TSR-379878,569871,Customer 25,Permanently Closed,Severity 1,Severity 1,8-23-22 12:55 PM,8-23-22 3:35 PM,No,No,Production,Internal,8-23-22 12:55 PM,8-23-22 3:35 PM,,Platform
TSR-373664,563152,Customer 25,Permanently Closed,Severity 1,Severity 1,8-12-22 3:58 PM,8-12-22 5:30 PM,Yes,No,Production,Client,8-12-22 3:58 PM,8-12-22 5:26 PM,,Application
TSR-373641,563129,Customer 25,Permanently Closed,Severity 1,Severity 1,8-12-22 3:16 PM,8-12-22 3:58 PM,No,No,Production,Internal,8-12-22 3:16 PM,8-12-22 3:58 PM,,Application
TSR-373018,562443,Customer 25,Permanently Closed,Severity 1,Severity 1,8-11-22 6:59 PM,8-11-22 9:20 PM,Yes,No,Production,Client,8-11-22 6:59 PM,8-11-22 8:20 PM,,Platform
TSR-372046,561397,Customer 25,Permanently Closed,Severity 1,Severity 1,8-10-22 6:22 PM,8-10-22 7:43 PM,Yes,No,Production,Internal,8-10-22 6:22 PM,8-10-22 7:43 PM,,Application
TSR-369832,558939,Customer 25,Permanently Closed,Severity 1,Severity 1,8-8-22 8:54 AM,8-8-22 9:35 AM,No,No,Production,Internal,8-8-22 8:31 AM,8-8-22 9:18 AM,,Application
TSR-369608,558712,Customer 25,Permanently Closed,Severity 1,Severity 1,8-7-22 8:44 AM,8-7-22 10:04 AM,Yes,No,Production,Internal,8-7-22 8:31 AM,8-7-22 8:45 AM,,Platform
TSR-368332,557367,Customer 25,Permanently Closed,Severity 1,Severity 1,8-4-22 11:42 PM,8-5-22 1:21 AM,Yes,No,Production,Internal,8-4-22 11:42 PM,8-5-22 12:35 AM,,Application
TSR-366425,555283,Customer 25,Permanently Closed,Severity 1,Severity 1,8-2-22 7:17 PM,8-2-22 9:41 PM,Yes,No,Production,Client,8-2-22 7:17 PM,8-2-22 9:41 PM,2:24:00,Platform
TSR-366143,554968,Customer 25,Permanently Closed,Severity 1,Severity 2,8-2-22 1:33 PM,8-2-22 4:36 PM,Yes,No,Production,Client,8-2-22 2:51 PM,8-2-22 4:00 PM,1:09:00,Platform
TSR-364891,553594,Customer 25,Permanently Closed,Severity 1,Severity 1,7-31-22 3:29 AM,7-31-22 6:15 AM,,,,Internal,7-31-22 3:29 AM,7-31-22 6:15 AM,,Platform
TSR-363839,552492,Customer 25,Permanently Closed,Severity 1,Severity 1,7-29-22 1:32 PM,7-30-22 7:10 PM,,,,Client,7-30-22 5:30 AM,7-30-22 2:15 PM,,Application
TSR-357792,546044,Customer 25,Permanently Closed,Severity 1,Severity 1,7-22-22 3:34 PM,7-23-22 3:53 AM,,,,Client,7-22-22 3:34 PM,7-22-22 11:12 PM,,Application
TSR-357478,545690,Customer 25,Permanently Closed,Severity 1,Severity 1,7-22-22 5:17 AM,7-22-22 6:17 AM,,,,Internal,7-22-22 5:17 AM,7-22-22 6:00 AM,,Application
TSR-357171,545364,Customer 25,Permanently Closed,Severity 1,Severity 1,7-21-22 8:27 PM,7-21-22 10:40 PM,,,,Client,7-21-22 8:27 PM,7-21-22 10:38 PM,,Application
TSR-353614,541476,Customer 25,Permanently Closed,Severity 1,Severity 1,7-16-22 5:51 PM,7-18-22 2:46 PM,,,,Client,7-16-22 5:51 PM,7-16-22 7:17 PM,,Application
TSR-353533,541395,Customer 25,Permanently Closed,Severity 1,Severity 1,7-16-22 7:23 AM,7-16-22 8:44 AM,,,,Internal,7-16-22 7:23 AM,7-16-22 8:44 AM,,Application
