Issue key,Issue id,"Custom field 
(CRM Company)",Custom field (Environment),Status,Custom field (Request Category),Created,Resolved,Resolution
TSR-108330,261856,Customer 12,,Waiting on customer,Software Change,17-Jun-21,,
TSR-107524,260896,Customer 12,,Waiting on customer,Software Change,16-Jun-21,,
TSR-107444,260808,Customer 12,,Waiting on customer,Software Change,16-Jun-21,,
TSR-105889,259035,Customer 12,,Awaiting Prod implementation,Software Change,13-Jun-21,,
TSR-105702,258843,Customer 12,,Waiting on customer,Software Change,12-Jun-21,,
TSR-105083,258162,Customer 12,,Waiting on customer,Software Change,11-Jun-21,,
TSR-102668,255372,Customer 12,,Waiting on customer,Software Change,07-Jun-21,,
TSR-102204,254747,Customer 12,,Waiting on customer,Software Change,05-Jun-21,,
TSR-101319,253748,Customer 12,,Closed,Software Change,03-Jun-21,07-Apr-22,Done
TSR-101300,253727,Customer 12,,Closed,Software Change,03-Jun-21,07-Apr-22,Done
TSR-101247,253669,Customer 12,,Awaiting Non Prod Implementation,Software Change,03-Jun-21,,
TSR-95788,247494,Customer 12,,Awaiting Non Prod Implementation,Software Change,24-May-21,,
TSR-95709,247410,Customer 12,,Customer Replied,Software Change,24-May-21,,
TSR-88143,238647,Customer 12,,Customer Replied,Software Change,10-May-21,,
TSR-88081,238581,Customer 12,,Closed,Software Change,10-May-21,07-Apr-22,Done
TSR-86626,236907,Customer 12,,Waiting on customer,Software Change,06-May-21,,
TSR-86468,236660,Customer 12,,In Review,Software Change,06-May-21,,
TSR-85820,235904,Customer 12,,In Review,Software Change,05-May-21,,
TSR-85818,235902,Customer 12,,In Review,Software Change,05-May-21,,
TSR-85712,235789,Customer 12,,Awaiting Non Prod Implementation,Software Change,05-May-21,,
TSR-85661,235737,Customer 12,,Waiting on customer,Software Change,05-May-21,,
TSR-85651,235727,Customer 12,,Waiting on customer,Software Change,05-May-21,,
TSR-85217,235240,Customer 12,,Waiting on customer,Software Change,04-May-21,,
TSR-85145,235163,Customer 12,,Waiting on customer,Software Change,04-May-21,,
TSR-82471,232190,Customer 12,,Waiting on customer,Software Change,28-Apr-21,,
TSR-81228,230740,Customer 12,,Waiting on customer,Software Change,26-Apr-21,,
TSR-81091,230590,Customer 12,,In Review,Infrastructure Change,26-Apr-21,,
TSR-80803,230232,Customer 12,,Waiting on customer,Infrastructure Change,24-Apr-21,,
TSR-80797,230226,Customer 12,,Waiting on customer,Software Change,24-Apr-21,,
TSR-78634,227477,Customer 12,,Waiting on customer,Software Change,20-Apr-21,,
TSR-77716,226409,Customer 12,,Waiting on customer,Software Change,17-Apr-21,,
TSR-77711,226404,Customer 12,,In Review,Software Change,17-Apr-21,,
TSR-77683,226375,Customer 12,,In Review,Software Change,17-Apr-21,,
TSR-77458,226109,Customer 12,,In Review,Software Change,16-Apr-21,,
TSR-76369,224683,Customer 12,,In Review,Infrastructure Change,15-Apr-21,,
TSR-76367,224681,Customer 12,,In Review,Infrastructure Change,15-Apr-21,,
TSR-76360,224674,Customer 12,,In Review,Infrastructure Change,15-Apr-21,,
TSR-76316,224625,Customer 12,,In Review,Infrastructure Change,15-Apr-21,,
TSR-75956,224144,Customer 12,,In Review,Software Change,14-Apr-21,,
TSR-75325,223259,Customer 12,,Waiting on customer,Software Change,13-Apr-21,,
TSR-75317,223250,Customer 12,,Waiting on customer,Software Change,13-Apr-21,,
TSR-75023,222800,Customer 12,,Awaiting Non Prod Implementation,Software Change,13-Apr-21,,
TSR-74107,221580,Customer 12,,In Review,Software Change,11-Apr-21,,
TSR-74099,221572,Customer 12,,Customer Replied,Software Change,11-Apr-21,,
TSR-72426,219892,Customer 12,,Customer Replied,Software Change,10-Apr-21,,
TSR-72262,219672,Customer 12,,Waiting on customer,Software Change,09-Apr-21,,
TSR-72234,219627,Customer 12,,In Review,Software Change,09-Apr-21,,
TSR-71409,218568,Customer 12,,In Review,Software Change,06-Apr-21,,
TSR-406157,598826,Customer 13,,In Review,Infrastructure Change,30-Sep-22,,
TSR-400358,592558,Customer 13,,Waiting on customer,Software Change,22-Sep-22,,
TSR-397776,589691,Customer 13,,In Review,Software Change,19-Sep-22,,
TSR-393678,585185,Customer 13,,Hold,Software Change,12-Sep-22,,
TSR-390839,582127,Customer 13,,Waiting on customer,Software Change,07-Sep-22,,
TSR-381870,572352,Customer 13,,Awaiting Prod implementation,Infrastructure Change,25-Aug-22,,
TSR-380997,571407,Customer 13,,Closed,Software Change,24-Aug-22,26-Aug-22,Done
TSR-378962,568873,Customer 13,,Waiting on customer,Software Change,22-Aug-22,,
TSR-378091,567965,Customer 13,,Waiting on customer,Software Change,19-Aug-22,,
TSR-375366,564962,Customer 13,,Waiting on customer,Software Change,16-Aug-22,,
TSR-374512,564050,Customer 13,,Awaiting Non Prod Implementation,Software Change,15-Aug-22,,
TSR-363734,552373,Customer 13,,Waiting on customer,Software Change,29-Jul-22,,
TSR-360268,548606,Customer 13,,Waiting on customer,Software Change,25-Jul-22,,
TSR-349836,537354,Customer 13,,Waiting on customer,Software Change,11-Jul-22,,
TSR-349687,537201,Customer 13,,Waiting on customer,Software Change,11-Jul-22,,
TSR-348367,535788,Customer 13,,Waiting on customer,Software Change,08-Jul-22,,
TSR-342312,529260,Customer 13,,Canceled,Software Change,30-Jun-22,07-Jul-22,Resolved
TSR-341264,528105,Customer 13,,Closed,Software Change,29-Jun-22,14-Aug-22,Done
TSR-339053,525718,Customer 13,,In Review,Infrastructure Change,25-Jun-22,,
TSR-336943,523410,Customer 13,,Closed,Infrastructure Change,22-Jun-22,01-Jul-22,Done
TSR-334163,520390,Customer 13,,Closed,Software Change,17-Jun-22,14-Aug-22,Done
TSR-324890,510254,Customer 13,,Closed,Software Change,03-Jun-22,17-Jul-22,Done
TSR-323089,508303,Customer 13,,Canceled,Software Change,01-Jun-22,01-Jun-22,Duplicate
TSR-323075,508289,Customer 13,,Closed,Software Change,01-Jun-22,16-Jun-22,Done
TSR-318475,503350,Customer 13,,Closed,Infrastructure Change,25-May-22,16-Jun-22,Done
TSR-314887,499411,Customer 13,,Closed,Infrastructure Change,19-May-22,25-May-22,Done
TSR-308810,492807,Customer 13,,Closed,Infrastructure Change,10-May-22,19-May-22,Done
TSR-289476,471091,Customer 13,,Waiting on customer,Software Change,07-Apr-22,,
TSR-236504,411312,Customer 13,,Hold,Software Change,25-Jan-22,,
TSR-234661,409270,Customer 13,,In Review,Infrastructure Change,21-Jan-22,,
TSR-214994,387302,Customer 13,,Closed,Infrastructure Change,15-Dec-21,12-Jan-22,Done
TSR-212133,383610,Customer 13,,Awaiting Non Prod Implementation,Infrastructure Change,10-Dec-21,,
TSR-197780,368237,Customer 13,,Waiting on customer,Software Change,25-Nov-21,,
TSR-172985,340370,Customer 13,,Closed,Software Change,14-Oct-21,29-Jul-22,Done
TSR-153731,313914,Customer 13,,Closed,Software Change,10-Sep-21,29-Jul-22,Done
TSR-144184,303045,Customer 13,,Waiting on customer,Software Change,24-Aug-21,,
TSR-135070,292621,Customer 13,,Waiting on customer,Software Change,06-Aug-21,,
TSR-133951,291325,Customer 13,,Waiting on customer,Software Change,04-Aug-21,,
TSR-129734,286673,Customer 13,,Waiting on customer,Software Change,28-Jul-21,,
TSR-129498,286401,Customer 13,,Waiting on customer,Software Change,27-Jul-21,,
TSR-110088,263922,Customer 13,,Waiting on customer,Software Change,22-Jun-21,,
TSR-108831,262438,Customer 13,,Waiting on customer,Software Change,18-Jun-21,,
TSR-107788,261219,Customer 13,,Closed,Software Change,16-Jun-21,29-Jul-22,Done
TSR-98984,251082,Customer 13,,Closed,Software Change,30-May-21,04-Feb-22,Done
TSR-97694,249665,Customer 13,,Closed,Software Change,27-May-21,29-Jul-22,Done
TSR-95333,246895,Customer 13,,Closed,Software Change,22-May-21,04-Feb-22,Done
TSR-92996,244258,Customer 13,,In Review,Software Change,20-May-21,,
TSR-91195,242174,Customer 13,,Closed,Software Change,17-May-21,29-Jul-22,Done
TSR-86308,236446,Customer 13,,Closed,Software Change,05-May-21,04-Feb-22,Done
TSR-85243,235268,Customer 13,,Closed,Software Change,04-May-21,29-Jul-22,Done
TSR-51644,197555,Customer 13,,Canceled,Software Change,25-Mar-21,04-Feb-22,Resolved
TSR-45285,189290,Customer 13,,Closed,Software Change,24-Feb-21,29-Jul-22,Done
TSR-43647,187183,Customer 13,,Closed,Software Change,17-Feb-21,04-Feb-22,Done
TSR-407568,600366,Customer 14,,Awaiting Non Prod Implementation,Software Change,03-Oct-22,,
TSR-406317,598997,Customer 14,,Waiting on customer,Software Change,30-Sep-22,,
TSR-405285,597902,Customer 14,,Waiting on customer,Software Change,29-Sep-22,,
TSR-405070,597660,Customer 14,,Waiting on customer,Software Change,29-Sep-22,,
TSR-403159,595601,Customer 14,,Waiting on customer,Software Change,27-Sep-22,,
TSR-401497,593788,Customer 14,,Waiting on customer,Software Change,23-Sep-22,,
TSR-401485,593776,Customer 14,,Waiting on customer,Software Change,23-Sep-22,,
TSR-400907,593141,Customer 14,,Waiting on customer,Software Change,22-Sep-22,,
TSR-400904,593138,Customer 14,,Waiting on customer,Software Change,22-Sep-22,,
TSR-399904,592050,Customer 14,,Waiting on customer,Software Change,21-Sep-22,,
TSR-399896,592041,Customer 14,,Waiting on customer,Software Change,21-Sep-22,,
TSR-399551,591645,Customer 14,,Waiting on customer,Software Change,21-Sep-22,,
TSR-399550,591644,Customer 14,,Waiting on customer,Software Change,21-Sep-22,,
TSR-398313,590274,Customer 14,,Waiting on customer,Software Change,19-Sep-22,,
TSR-396768,588602,Customer 14,,Waiting on customer,Software Change,16-Sep-22,,
TSR-395305,586989,Customer 14,,Waiting on customer,Software Change,14-Sep-22,,
TSR-395260,586943,Customer 14,,Waiting on customer,Software Change,14-Sep-22,,
TSR-394471,586070,Customer 14,,Waiting on customer,Software Change,13-Sep-22,,
TSR-394332,585914,Customer 14,,Waiting on customer,Software Change,13-Sep-22,,
TSR-394330,585912,Customer 14,,Waiting on customer,Software Change,13-Sep-22,,
TSR-390588,581855,Customer 14,,Waiting on customer,Software Change,07-Sep-22,,
TSR-389155,580276,Customer 14,,Waiting on customer,Software Change,05-Sep-22,,
TSR-387703,578705,Customer 14,,Awaiting Non Prod Implementation,Infrastructure Change,02-Sep-22,,
TSR-385904,576744,Customer 14,,Waiting on customer,Software Change,31-Aug-22,,
TSR-385885,576725,Customer 14,,Waiting on customer,Software Change,31-Aug-22,,
TSR-385881,576721,Customer 14,,Waiting on customer,Software Change,31-Aug-22,,
TSR-381709,572188,Customer 14,,Awaiting Prod implementation,Infrastructure Change,25-Aug-22,,
TSR-380228,570560,Customer 14,,Waiting on customer,Software Change,23-Aug-22,,
TSR-378007,567878,Customer 14,,Awaiting Prod implementation,Software Change,19-Aug-22,,
TSR-376308,566004,Customer 14,,Waiting on customer,Software Change,17-Aug-22,,
TSR-372956,562374,Customer 14,,Waiting on customer,Software Change,11-Aug-22,,
TSR-370377,559518,Customer 14,,Waiting on customer,Software Change,08-Aug-22,,
TSR-370363,559504,Customer 14,,Waiting on customer,Software Change,08-Aug-22,,
TSR-370354,559495,Customer 14,,Waiting on customer,Software Change,08-Aug-22,,
TSR-370342,559483,Customer 14,,Waiting on customer,Software Change,08-Aug-22,,
TSR-370167,559303,Customer 14,,Waiting on customer,Software Change,08-Aug-22,,
TSR-368940,558020,Customer 14,,Waiting on customer,Software Change,05-Aug-22,,
TSR-368756,557828,Customer 14,,â€‹  WIP- Prod implementation,Software Change,05-Aug-22,,
TSR-368669,557730,Customer 14,,Waiting on customer,Software Change,05-Aug-22,,
TSR-367738,556717,Customer 14,,Canceled,Infrastructure Change,04-Aug-22,04-Aug-22,Resolved
TSR-367383,556336,Customer 14,,Waiting on customer,Software Change,03-Aug-22,,
TSR-367380,556333,Customer 14,,Hold,Software Change,03-Aug-22,,
TSR-366097,554917,Customer 14,,Waiting on customer,Software Change,02-Aug-22,,
TSR-363144,551741,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363135,551732,Customer 14,,In Review,Software Change,28-Jul-22,,
TSR-363129,551725,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363117,551712,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363110,551705,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363102,551697,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363071,551665,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363063,551657,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363056,551650,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363050,551644,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363039,551632,Customer 14,,In Review,Software Change,28-Jul-22,,
TSR-363034,551626,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363017,551608,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363006,551597,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363003,551594,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-363001,551591,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362946,551529,Customer 14,,In Review,Software Change,28-Jul-22,,
TSR-362938,551521,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362933,551516,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362927,551510,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362921,551504,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362917,551500,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362912,551494,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362906,551488,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362898,551479,Customer 14,,Hold,Software Change,28-Jul-22,,
TSR-362889,551470,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362884,551465,Customer 14,,â€‹  WIP- Prod implementation,Software Change,28-Jul-22,,
TSR-362880,551461,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362874,551455,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362868,551449,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362865,551446,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362858,551439,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362849,551430,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362780,551355,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362774,551345,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362771,551342,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362762,551332,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362756,551326,Customer 14,,In Review,Software Change,28-Jul-22,,
TSR-362752,551322,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362747,551317,Customer 14,,Waiting on customer,Software Change,28-Jul-22,,
TSR-362741,551310,Customer 14,,In Review,Software Change,28-Jul-22,,
TSR-362738,551307,Customer 14,,In Review,Software Change,28-Jul-22,,
TSR-356698,544850,Customer 14,,In Review,Software Change,21-Jul-22,,
TSR-356007,544104,Customer 14,,Waiting on customer,Software Change,20-Jul-22,,
TSR-338426,525042,Customer 14,,Awaiting Non Prod Implementation,Infrastructure Change,24-Jun-22,,
TSR-336097,522478,Customer 14,,In Review,Software Change,21-Jun-22,,
TSR-329249,515053,Customer 14,,Waiting on customer,Software Change,10-Jun-22,,
TSR-329211,515011,Customer 14,,Waiting on customer,Software Change,10-Jun-22,,
TSR-329206,515006,Customer 14,,Waiting on customer,Software Change,10-Jun-22,,
TSR-329200,515000,Customer 14,,Waiting on customer,Software Change,10-Jun-22,,
TSR-329191,514991,Customer 14,,Waiting on customer,Software Change,10-Jun-22,,
TSR-329185,514985,Customer 14,,Waiting on customer,Software Change,10-Jun-22,,
TSR-325094,510463,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325089,510458,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325083,510452,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325076,510445,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325070,510439,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325063,510432,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325056,510425,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325051,510420,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325044,510412,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325038,510406,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325031,510399,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325024,510392,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325018,510385,Customer 14,,Closed,Software Change,03-Jun-22,17-Aug-22,Done
TSR-325012,510379,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-325005,510371,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324998,510364,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324993,510359,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324988,510354,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324983,510349,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324977,510343,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324970,510336,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324964,510330,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324958,510324,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324953,510319,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324946,510312,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324941,510307,Customer 14,,Awaiting Prod implementation,Software Change,03-Jun-22,,
TSR-324936,510302,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324929,510295,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324917,510282,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324911,510275,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324905,510269,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324899,510263,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324893,510257,Customer 14,,Awaiting Prod implementation,Software Change,03-Jun-22,,
TSR-324885,510249,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324879,510243,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324873,510237,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324864,510228,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324858,510222,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324851,510215,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-324842,510205,Customer 14,,Waiting on customer,Software Change,03-Jun-22,,
TSR-316736,501446,Customer 14,,Closed,Infrastructure Change,23-May-22,16-Jun-22,Done
TSR-315386,499978,Customer 14,,Waiting on customer,Software Change,20-May-22,,
TSR-314029,498457,Customer 14,,Waiting on customer,Software Change,18-May-22,,
TSR-303891,487447,Customer 14,,In Review,Infrastructure Change,01-May-22,,
TSR-302744,486245,Customer 14,,Waiting on customer,Software Change,29-Apr-22,,
TSR-280813,461225,Customer 14,,Closed,Software Change,25-Mar-22,18-Apr-22,Done
TSR-280812,461224,Customer 14,,Closed,Software Change,25-Mar-22,18-Apr-22,Done
TSR-272367,452060,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272369,452063,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272360,452053,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272357,452050,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272359,452052,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272363,452056,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272364,452057,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272348,452041,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272346,452039,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272350,452043,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272355,452048,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272351,452044,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272336,452029,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272345,452038,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272341,452034,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272338,452031,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272340,452033,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272343,452036,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272326,452019,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272330,452023,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272332,452025,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272334,452027,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272328,452021,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272318,452011,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272323,452016,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272321,452014,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272320,452013,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272324,452017,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272310,452003,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272307,452000,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272314,452007,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272313,452006,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272312,452005,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272308,452001,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272298,451991,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272304,451997,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272300,451993,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272296,451989,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272302,451995,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272287,451980,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272293,451986,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272295,451988,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272285,451978,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272290,451983,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272281,451974,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272272,451965,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272276,451969,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272277,451970,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272273,451966,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272264,451957,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272268,451961,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272266,451959,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272262,451955,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272270,451963,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272256,451949,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272258,451951,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272257,451950,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272255,451948,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272260,451953,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272259,451952,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272247,451940,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272250,451943,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272252,451945,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272254,451947,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272249,451942,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272245,451938,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272244,451937,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272238,451931,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272242,451935,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272240,451933,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272231,451924,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272230,451923,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272236,451929,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272234,451927,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272232,451925,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272223,451916,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272228,451921,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272221,451914,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272218,451911,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272225,451918,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272212,451905,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272217,451910,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272214,451907,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272216,451909,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272209,451901,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272208,451900,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272204,451896,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272206,451898,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272203,451895,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272202,451894,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
